Run ID,Event ID,QP Creation Time [ns],Patch Copy Number,Patch IX,Patch IY,Patch Center X [um],Patch Center Y [um],QPs Created
0,883,37960.2,839,2,1,400,200,2
0,886,47714.8,1502,19,1,3800,200,4
0,890,76689.3,839,2,1,400,200,2
0,898,29752.7,839,2,1,400,200,2
0,914,1680.11,839,2,1,400,200,6
0,923,155.054,839,2,1,400,200,8
0,928,6055.49,1502,19,1,3800,200,2
0,938,33413.2,1502,19,1,3800,200,4
0,945,2717.98,839,2,1,400,200,6
0,949,20283.6,839,2,1,400,200,2
0,954,37867.3,839,2,1,400,200,8
0,992,12387.4,839,2,1,400,200,4
0,3991,62683.2,1502,19,1,3800,200,2
0,3994,70959.9,1502,19,1,3800,200,2
0,3998,685.99,839,2,1,400,200,2
0,4003,167285,839,2,1,400,200,4
0,4006,1311.15,839,2,1,400,200,2
0,4028,6674.15,1502,19,1,3800,200,2
0,4036,35748.9,1502,19,1,3800,200,4
0,4040,1030.93,839,2,1,400,200,8
0,4062,87836.9,1502,19,1,3800,200,2
0,4067,146639,839,2,1,400,200,4
0,4083,565.95,839,2,1,400,200,4
0,4091,51202.8,1502,19,1,3800,200,4
0,4106,13368.9,1502,19,1,3800,200,4
0,4109,36530.7,1502,19,1,3800,200,2
0,4116,11519.2,1502,19,1,3800,200,4
0,4124,26686,839,2,1,400,200,4
0,4135,91736.4,1502,19,1,3800,200,2
0,4137,3668.8,839,2,1,400,200,6
0,4146,144063,1502,19,1,3800,200,2
0,7314,73831.8,839,2,1,400,200,2
0,7319,2706.15,839,2,1,400,200,2
0,7320,20561.1,1502,19,1,3800,200,2
0,7321,123595,1502,19,1,3800,200,6
0,7332,582.737,839,2,1,400,200,2
0,7348,15421.9,1502,19,1,3800,200,2
0,7351,890.98,839,2,1,400,200,4
0,7352,40941.1,1502,19,1,3800,200,6
0,7361,20026.1,1502,19,1,3800,200,2
0,7361,32684.5,839,2,1,400,200,6
0,7364,140321,839,2,1,400,200,2
0,7370,44197.4,1502,19,1,3800,200,2
0,7376,20710.5,839,2,1,400,200,2
0,7377,55557.4,1502,19,1,3800,200,6
0,7386,19238.8,1502,19,1,3800,200,2
0,7408,112127,839,2,1,400,200,2
0,7417,23133.5,1502,19,1,3800,200,2
0,7418,108206,1502,19,1,3800,200,2
0,7419,1680.67,1502,19,1,3800,200,2
0,7435,51064.5,1502,19,1,3800,200,6
0,7457,15537.2,1502,19,1,3800,200,4
0,7466,48338.9,1502,19,1,3800,200,4
0,10627,14876.3,839,2,1,400,200,2
0,10630,25525.8,1502,19,1,3800,200,2
0,10633,20526.1,1502,19,1,3800,200,4
0,10634,37254.7,839,2,1,400,200,2
0,10646,121468,839,2,1,400,200,2
0,10647,50761.1,839,2,1,400,200,2
0,10649,51205.6,1502,19,1,3800,200,2
0,10663,94373.5,1502,19,1,3800,200,2
0,10665,63260.8,1502,19,1,3800,200,2
0,10685,4723.61,839,2,1,400,200,2
0,10689,26372.5,1502,19,1,3800,200,2
0,10706,285.354,839,2,1,400,200,4
0,10710,43059.8,1502,19,1,3800,200,2
0,10725,14632.8,839,2,1,400,200,6
0,10726,26890.4,839,2,1,400,200,2
0,10734,49907.9,1502,19,1,3800,200,2
0,10738,45547.4,1502,19,1,3800,200,6
0,10740,2531.65,839,2,1,400,200,2
0,10772,575.519,839,2,1,400,200,2
0,10772,1265.86,839,2,1,400,200,6
